"sim.cycle","total_adults_2","total_adult_females_2","total_juveniles_2","adult_drive_frequency_2","juveniles_drive_frequency_2","total_adults_3","total_adult_females_3","total_juveniles_3","adult_drive_frequency_3","juveniles_drive_frequency_3","drive_efficiency","drive_fitness","low_density_growth_rate","drop_ratio","migration_rate"
1,77310.05,48531.05,28578.4,0,0,79344,49934.35,28465.65,0,0,0.5,1,6,3,0.02
2,76721,48030.8,31433.55,0,0,79749.25,50346.05,28683.05,0,0,0.5,1,6,3,0.02
3,79308.25,49467,30920.1,0,0,80102.9,50916.6,27669.7,0,0,0.5,1,6,3,0.02
4,80783.1,50433.45,28438.85,0,0,79382.85,50793.95,27033.7,0,0,0.5,1,6,3,0.02
5,79338.55,50019.45,27814.5,0,0,78276.1,50346.55,27954.45,0,0,0.5,1,6,3,0.02
6,77447.8,49299.05,28928.35,0,0,78301.5,50324.25,28277.85,0,0,0.5,1,6,3,0.02
7,77260.5,49169,29746.1,0,0,78846.45,50486.05,28190.05,0,0,0.5,1,6,3,0.02
8,78178.1,49421.05,29504,0,0,79185.7,50637.35,27802.2,0,0,0.5,1,6,3,0.02
9,78549.3,49438.9,29320.75,0,0,78930.25,50546.25,27693.7,0,0,0.5,1,6,3,0.02
10,78539.3,49495.4,29445,0,0,78675.6,50465.25,27945.65,0,0,0.5,1,6,3,0.02
11,78755.85,49720.45,29028.8,0,0,78783.7,50551.45,27951.45,0,0,0.5,1,6,3,0.02
12,96160.85,49617.5,28644.8,0.183897,0.07980257,79260.2,50580.8,28085.05,0.0045659235,0,0.5,1,6,3,0.02
13,101900.4,46993.35,29516.15,0.269812,0.1605438,79760.9,50612.1,27491.05,0.009061285,0.003303463,0.5,1,6,3,0.02
14,97927.6,42873.85,33687.1,0.3004437,0.22520375,79105.6,50253,28029.5,0.009881145,0.008687554,0.5,1,6,3,0.02
15,96143.95,38744.8,37828.7,0.33315465,0.27669355,78952.6,49996.65,28381.3,0.01176553,0.01393051,0.5,1,6,3,0.02
16,95821.45,34805.2,40930.7,0.3636606,0.3197633,78975.15,49745,28665.8,0.01395118,0.019314005,0.5,1,6,3,0.02
17,95428.15,30829.4,42609.2,0.393739,0.35003695,79203.55,49585.2,28958.1,0.01627084,0.023787245,0.5,1,6,3,0.02
18,94206.15,27080.05,43448.25,0.4225723,0.3647043,79339.6,49326.75,29162.9,0.01850306,0.02789141,0.5,1,6,3,0.02
19,92707.7,24137.35,43204.7,0.44487905,0.3756154,79519.25,49198.95,29503.15,0.02047053,0.031035215,0.5,1,6,3,0.02
20,90666.6,21729.2,42234.55,0.4635133,0.38420355,79758.95,49173.9,29754.15,0.02221849,0.034187235,0.5,1,6,3,0.02
21,88099.6,19600.25,40928.95,0.4801511,0.3911757,79953.8,49104.8,29454.35,0.02355053,0.03799186,0.5,1,6,3,0.02
22,85235.2,17722.1,39216.2,0.495694,0.39643005,79665.4,48833.4,29895.65,0.024825255,0.040559615,0.5,1,6,3,0.02
23,82178.1,16111.3,37510.2,0.51019165,0.4010982,79698.5,48740.1,30202.1,0.026102245,0.04262233,0.5,1,6,3,0.02
24,79206.45,14692.05,35703.25,0.5245966,0.40584235,79985.4,48770.55,30239.45,0.02714,0.04510074,0.5,1,6,3,0.02
25,76144.55,13383.1,33906.25,0.5387399,0.40917955,80052.75,48699.05,29973.2,0.02787038,0.046580515,0.5,1,6,3,0.02
26,73214.5,12213.25,32066.45,0.55244885,0.4137808,79775.7,48471.4,30346.45,0.02861672,0.048673245,0.5,1,6,3,0.02
27,70312.45,11118.7,30140.65,0.5665908,0.41736515,79780,48362.9,30603.45,0.029323575,0.05023332,0.5,1,6,3,0.02
28,67448.3,10085.45,28373.55,0.58165895,0.4205209,80015.85,48410.75,30656.85,0.029829895,0.05101348,0.5,1,6,3,0.02
29,64574.6,9102.6,26508.05,0.59645445,0.42424535,80155.55,48420.55,30646.7,0.03036157,0.05191601,0.5,1,6,3,0.02
30,61900.35,8190.7,24356.8,0.6122657,0.4288265,80086.45,48400.65,30671.1,0.030589755,0.05298239,0.5,1,6,3,0.02
31,59055.3,7307.8,22617,0.6296354,0.4313697,80033.25,48346,30670,0.030707425,0.05318728,0.5,1,6,3,0.02
32,56407.95,6506.05,20579.3,0.64639625,0.43491625,79969.85,48322.6,30514.3,0.03087088,0.053602995,0.5,1,6,3,0.02
33,53714.65,5730.8,18794.3,0.66484025,0.4395555,79791.25,48196.6,30870.85,0.031085205,0.0541719,0.5,1,6,3,0.02
34,51129.85,5016.15,16898.55,0.68430725,0.44276105,79917.45,48163.4,30810.9,0.031240685,0.05435181,0.5,1,6,3,0.02
35,48588.2,4320.2,15062.75,0.7049675,0.44708415,79938.65,48116.4,30947.2,0.031330075,0.05472236,0.5,1,6,3,0.02
36,46140.35,3694.6,13150.1,0.72619105,0.4503391,80095.6,48256.85,30955.9,0.03125769,0.054770985,0.5,1,6,3,0.02
37,43674.3,3111.25,11383.6,0.74908,0.4538194,80140.05,48304.4,30915.4,0.03116221,0.054643965,0.5,1,6,3,0.02
38,41314.95,2581.15,9802.1,0.7728778,0.458486,80152.3,48308.4,30547.3,0.031163305,0.05431145,0.5,1,6,3,0.02
39,39220.9,2105.45,8176.75,0.79743575,0.4627107,79809.95,48175.9,30866.65,0.031088835,0.05369603,0.5,1,6,3,0.02
40,37112.3,1664.95,6828.3,0.8224209,0.46600415,79881.45,48225,30810.05,0.030697165,0.054066165,0.5,1,6,3,0.02
41,35367.9,1303.4,5394.55,0.84669205,0.4698647,79810.8,48189.05,30924.35,0.030523045,0.053834145,0.5,1,6,3,0.02
42,33607.8,995.15,4324.55,0.87128515,0.4723878,79958.55,48225.9,30933.45,0.03038111,0.05295986,0.5,1,6,3,0.02
43,32118.5,743.5,3317.35,0.8939981,0.47597555,80019.4,48299.05,30778.85,0.030093785,0.052862385,0.5,1,6,3,0.02
44,30803.2,539.05,2466.5,0.9149824,0.47961895,79860.4,48256.95,30715.55,0.029957935,0.05202443,0.5,1,6,3,0.02
45,29742.5,383.8,1849.25,0.9339783,0.48353895,79778.85,48249.1,30803.1,0.029571175,0.05175499,0.5,1,6,3,0.02
46,28886.45,263.85,1285.8,0.9502429,0.4843186,79803.15,48309.25,30523,0.02925133,0.050895755,0.5,1,6,3,0.02
47,28188.95,176.75,891.2,0.96363005,0.48794765,79553.8,48170.95,30865.1,0.028934095,0.050785465,0.5,1,6,3,0.02
48,27598.35,110.4,585.55,0.974471,0.49088665,79753.45,48302.45,30928.6,0.028759345,0.0506615,0.5,1,6,3,0.02
49,27216,68.45,379.35,0.982547,0.4914125,79929.7,48417.15,30623.05,0.0286972,0.050030045,0.5,1,6,3,0.02
50,26922.85,39.85,221.85,0.9885803,0.4939366,79870,48387.3,30626.1,0.028439535,0.04967252,0.5,1,6,3,0.02
51,26697.05,22.8,135.8,0.9929284,0.4969619,79778.2,48352.1,30570.95,0.02819647,0.049349315,0.5,1,6,3,0.02
52,26556.2,12.5,77.75,0.99570675,0.4969159,79668.4,48325.2,30657.15,0.027925465,0.04896858,0.5,1,6,3,0.02
53,26459.2,6.3,49.3,0.9974917,0.5,79668.4,48339.2,30657.5,0.027829275,0.04788217,0.5,1,6,3,0.02
54,26398.3,3.3,21.45,0.9985456,NA,79755.25,48395.1,30727.9,0.027663855,0.047510365,0.5,1,6,3,0.02
55,26364.15,1.45,11.8,0.99917505,NA,79853.9,48503.05,30726.3,0.02746684,0.04735703,0.5,1,6,3,0.02
56,20156.4,0.7,4.85,0.99931685,NA,79840.25,48579.25,30506.1,0.025660895,0.04701738,0.5,1,6,3,0.02
57,12708.8,0.15,1.85,0.8247731,NA,79505.55,48504.75,30296,0.02288289,0.04644584,0.5,1,6,3,0.02
58,5235.9,0.1,0.65,NA,NA,79009.7,48400.45,30603.95,0.020278425,0.044414825,0.5,1,6,3,0.02
59,1755.75,0,0.5,NA,NA,79060.3,48555.4,30591.1,0.018206325,0.042186715,0.5,1,6,3,0.02
60,435.65,0,0,NA,NA,79241.45,48660.1,30376.5,0.01702953,0.0391433,0.5,1,6,3,0.02
61,0.35,0,0,NA,NA,79261.95,48737.35,30125.4,0.01578786,0.03659079,0.5,1,6,3,0.02
62,0,0,0,NA,NA,79187.7,48887.15,30431.9,0.01474324,0.03457783,0.5,1,6,3,0.02
63,0,0,0,NA,NA,79479.45,49150.85,29938.25,0.01372931,0.03223092,0.5,1,6,3,0.02
64,0,0,0,NA,NA,79248.5,49141.65,29655.95,0.012788775,0.029882675,0.5,1,6,3,0.02
65,0,0,0,NA,NA,78919.3,49056.65,29722.65,0.01189491,0.028188845,0.5,1,6,3,0.02
66,0,0,0,NA,NA,78758.95,49031.6,29605.15,0.011130393,0.02593508,0.5,1,6,3,0.02
67,0,0,0,NA,NA,78770.2,49061.05,29848.95,0.010330414,0.024387475,0.5,1,6,3,0.02
68,0,0,0,NA,NA,79015.85,49264.85,29569.7,0.0096312215,0.02287333,0.5,1,6,3,0.02
69,0,0,0,NA,NA,78959.75,49289.35,29492.45,0.008993153,0.021289185,0.5,1,6,3,0.02
70,0,0,0,NA,NA,78934.05,49367.7,29429.9,0.008407914,0.02001151,0.5,1,6,3,0.02
71,0,0,0,NA,NA,78848.05,49384.3,29264.7,0.0077901905,0.018521355,0.5,1,6,3,0.02
72,0,0,0,NA,NA,78742.5,49348.65,29464.75,0.0072609415,0.01729662,0.5,1,6,3,0.02
73,0,0,0,NA,NA,78833.45,49472.1,29326.75,0.0067517155,0.01606744,0.5,1,6,3,0.02
74,0,0,0,NA,NA,78917.6,49584.65,29298,0.0062860285,0.015356815,0.5,1,6,3,0.02
75,0,0,0,NA,NA,78967.75,49644.7,29033.75,0.0059176575,0.01413576,0.5,1,6,3,0.02
76,0,0,0,NA,NA,78675.5,49534.5,29099.2,0.0055451075,0.013260525,0.5,1,6,3,0.02
77,0,0,0,NA,NA,78669.7,49559.4,29113.45,0.0051625395,0.012502885,0.5,1,6,3,0.02
78,0,0,0,NA,NA,78673.55,49549.55,29109.85,0.004808224,0.0115629965,0.5,1,6,3,0.02
79,0,0,0,NA,NA,78777.2,49625.9,29306.35,0.0044580025,0.0110272185,0.5,1,6,3,0.02
80,0,0,0,NA,NA,78990.2,49736.5,28965.5,0.004152708,0.0100509335,0.5,1,6,3,0.02
81,0,0,0,NA,NA,78846.35,49746.3,28989.75,0.003850952,0.0094164625,0.5,1,6,3,0.02
82,0,0,0,NA,NA,78809.15,49741.5,28704.1,0.0035721755,0.008940477,0.5,1,6,3,0.02
83,0,0,0,NA,NA,78512.2,49634.15,28903,0.003394676,0.0083336085,0.5,1,6,3,0.02
84,0,0,0,NA,NA,78521.45,49660.7,29106.35,0.0032042195,0.0076754135,0.5,1,6,3,0.02
85,0,0,0,NA,NA,78704.85,49723,28978.35,0.0030235995,0.0071638075,0.5,1,6,3,0.02
86,0,0,0,NA,NA,78825.2,49849,28925.15,0.0028105225,0.006756886,0.5,1,6,3,0.02
87,0,0,0,NA,NA,78834.65,49892.35,28685.2,0.0026149165,0.00644334,0.5,1,6,3,0.02
88,0,0,0,NA,NA,78593.6,49800.45,28940.45,0.0024500915,0.0058428035,0.5,1,6,3,0.02
89,0,0,0,NA,NA,78745.15,49887.85,28652.05,0.0022501225,0.0057349295,0.5,1,6,3,0.02
90,0,0,0,NA,NA,78566.6,49783.85,28811.35,0.0021649895,0.0052672175,0.5,1,6,3,0.02
91,0,0,0,NA,NA,78603.5,49766.15,28724.65,0.0020483875,0.004949464,0.5,1,6,3,0.02
92,0,0,0,NA,NA,78540.1,49739.55,29034.8,0.001919443,0.004682894,0.5,1,6,3,0.02
93,0,0,0,NA,NA,78826.1,49889.35,28719.65,0.001770282,0.0044171045,0.5,1,6,3,0.02
94,0,0,0,NA,NA,78738,49912.25,28509.75,0.001677948,0.003949505,0.5,1,6,3,0.02
95,0,0,0,NA,NA,78424.55,49772,28562.3,0.0015199775,0.0037926665,0.5,1,6,3,0.02
96,0,0,0,NA,NA,78294.95,49756.85,28957.1,0.0014295095,0.003493363,0.5,1,6,3,0.02
97,0,0,0,NA,NA,78628,49857.15,28860.05,0.0013353556,0.0032661535,0.5,1,6,3,0.02
98,0,0,0,NA,NA,78782,49963.35,28718.45,0.00123950855,0.0029729035,0.5,1,6,3,0.02
99,0,0,0,NA,NA,78816.9,50025.8,28528.75,0.00116339595,0.0027552595,0.5,1,6,3,0.02
100,0,0,0,NA,NA,78560,49938.55,28427.05,0.001069002,0.002684949,0.5,1,6,3,0.02
1,76195.55,47809.7,28562.75,0,0,80210.6,50599.5,28571.9,0,0,0.5,1,6,3,0.04
2,75124.5,46881.8,32519.6,0,0,81277,51514.45,27360.2,0,0,0.5,1,6,3,0.04
3,78546.95,48497.85,32338.9,0,0,80581.4,51641.65,25899.85,0,0,0.5,1,6,3,0.04
4,80984.85,49919.25,29604,0,0,78702,50976.5,26465.55,0,0,0.5,1,6,3,0.04
5,79891.7,49753.5,28179.75,0,0,77850.5,50554.1,27511.05,0,0,0.5,1,6,3,0.04
6,77414.75,48882.35,29126.15,0,0,78491.5,50776.95,28068.75,0,0,0.5,1,6,3,0.04
7,76642.25,48542.9,30493.8,0,0,79557.5,51167.95,27260.7,0,0,0.5,1,6,3,0.04
8,77758.3,48901.55,30376.25,0,0,79462.5,51110.6,26857,0,0,0.5,1,6,3,0.04
9,78417.6,48990.65,29824.4,0,0,78894.45,50963.25,27087.95,0,0,0.5,1,6,3,0.04
10,78177.2,48853.6,29865.8,0,0,78832.75,51038.35,27290.35,0,0,0.5,1,6,3,0.04
11,78095.5,48942.3,30285.95,0,0,78989.95,51098.6,27276,0,0,0.5,1,6,3,0.04
12,95832.4,49242.55,29973.95,0.18062485,0.08175064,79753.45,51039.5,26984.7,0.0089770235,0,0.5,1,6,3,0.04
13,101697.95,46754.8,29419.15,0.2643455,0.16379185,80213.15,50876.75,27321,0.017850825,0.0062246855,0.5,1,6,3,0.04
14,96714.45,42130.35,34130,0.29804695,0.2275949,80174.2,50707.85,27296.85,0.019375905,0.016914675,0.5,1,6,3,0.04
15,94582.85,37842.55,38660.95,0.3323627,0.2773087,79590.85,50114.7,27798.1,0.022941495,0.027329635,0.5,1,6,3,0.04
16,94345.35,33983,41304.35,0.36248345,0.31844745,79274,49460.6,28777,0.02719303,0.037320595,0.5,1,6,3,0.04
17,94070.75,30103.9,42867.15,0.39216595,0.3484691,79555.15,48974.55,29406.6,0.03167875,0.04630886,0.5,1,6,3,0.04
18,92736.85,26427.05,43484.25,0.42087845,0.36402065,80103.8,48634.95,30162.75,0.036509235,0.052681335,0.5,1,6,3,0.04
19,90961.45,23511.45,43004.55,0.4436358,0.37530985,80807.2,48550.45,30413.2,0.0400845,0.059394745,0.5,1,6,3,0.04
20,88728.85,21106.15,41918.7,0.46248745,0.38317435,81226.45,48442.65,30311.2,0.043234875,0.065029475,0.5,1,6,3,0.04
21,86026.2,19011.25,40405.15,0.4797319,0.39093815,81050.1,48127.65,30728.8,0.04574625,0.07116384,0.5,1,6,3,0.04
22,82978.8,17075.35,38892.05,0.49624965,0.39659455,80936.25,47841.25,30900.65,0.04823852,0.07483761,0.5,1,6,3,0.04
23,79955.75,15465.05,36750.45,0.51137365,0.40164975,80775.6,47547.4,31509.4,0.050415785,0.07894926,0.5,1,6,3,0.04
24,76619.65,14027.35,34898.85,0.52658625,0.4062407,81088.75,47428.2,31576,0.051995435,0.082751905,0.5,1,6,3,0.04
25,73542.5,12698,32961,0.54171555,0.41023265,81038.35,47209.15,31906.25,0.05342535,0.08524528,0.5,1,6,3,0.04
26,70438.45,11483.35,30979.5,0.55656585,0.4147839,81198.55,47098.95,32094.9,0.054792035,0.08793988,0.5,1,6,3,0.04
27,67396.2,10351.55,28966.85,0.57194415,0.4177708,81372.05,47070.55,32275.7,0.0559619,0.08993357,0.5,1,6,3,0.04
28,64466.8,9342.55,26950.15,0.58770895,0.4223869,81485.95,47013.25,32141.9,0.056966565,0.091137035,0.5,1,6,3,0.04
29,61512.2,8368.85,24987.05,0.6045793,0.42650115,81319.8,46868.25,32446.4,0.05741615,0.09227036,0.5,1,6,3,0.04
30,58637.9,7447.6,22888.1,0.6218502,0.4294807,81355.3,46843.85,32397.45,0.05775634,0.093903295,0.5,1,6,3,0.04
31,55756.8,6578.25,20992.5,0.6398825,0.43332335,81207.7,46720.25,32584.85,0.0583097,0.094498385,0.5,1,6,3,0.04
32,53064.65,5779.35,18917.65,0.65903605,0.4376639,81248.05,46713.7,32743.95,0.05844915,0.094965695,0.5,1,6,3,0.04
33,50393.4,5028.15,16976.6,0.6799173,0.44151065,81272.7,46655.45,32460.5,0.0586544,0.09527076,0.5,1,6,3,0.04
34,47708.5,4306.5,15139.5,0.7007126,0.4463457,81033.7,46521.55,32999.45,0.058781625,0.09541812,0.5,1,6,3,0.04
35,45244.2,3657.75,13121.75,0.72348045,0.44951105,81283.4,46624.15,32856.25,0.058569585,0.09537356,0.5,1,6,3,0.04
36,42717.95,3064.05,11324.25,0.7470898,0.45364255,81330.15,46662.6,32462.05,0.05843483,0.095414675,0.5,1,6,3,0.04
37,40359.65,2525.4,9653.4,0.7718261,0.45899065,80993.2,46513.35,32815.25,0.05831782,0.09489498,0.5,1,6,3,0.04
38,38105.75,2029.9,8124.45,0.7974422,0.46154945,81043.3,46550.9,32743.1,0.058004335,0.09357715,0.5,1,6,3,0.04
39,36147.6,1615.75,6546.85,0.82207225,0.4650904,81055.15,46567.1,32813.55,0.05738725,0.093916755,0.5,1,6,3,0.04
40,34294,1252.2,5269,0.84769415,0.4704925,81111.45,46605.8,32690.6,0.05712784,0.092830225,0.5,1,6,3,0.04
41,32602.15,941.4,4170.7,0.87330265,0.47300685,81032.35,46602.95,32921.55,0.05658275,0.092051515,0.5,1,6,3,0.04
42,31088.8,701.15,3159.25,0.89631415,0.47702365,81174.1,46772,32707.1,0.05608715,0.091651735,0.5,1,6,3,0.04
43,29857,498.85,2347.35,0.9179184,0.4798957,81117.55,46814.1,32541.5,0.05543908,0.090384145,0.5,1,6,3,0.04
44,28777.25,348.25,1696.3,0.9368334,0.4824306,80963.2,46787.75,32542.4,0.055028175,0.089000305,0.5,1,6,3,0.04
45,27967.05,237.05,1204.6,0.9528098,0.48712765,80854.15,46805.7,32590.9,0.054443575,0.087673965,0.5,1,6,3,0.04
46,27307.2,152.7,795.9,0.9661262,0.4898931,80932.45,46860.1,32442.55,0.053650175,0.087995435,0.5,1,6,3,0.04
47,26816,94.7,524.8,0.9765875,0.4908871,80812.95,46858.45,32666.25,0.053349215,0.086970095,0.5,1,6,3,0.04
48,26399.85,57.2,332.85,0.98419495,0.4930655,81002.55,46981,32254.25,0.052967165,0.085733215,0.5,1,6,3,0.04
49,26109.25,34.1,199.75,0.98981925,0.4945785,80812.1,46916.7,32258.8,0.0524284,0.084739145,0.5,1,6,3,0.04
50,25965.05,18.4,105.1,0.9936913,0.4974076,80692.15,46930.15,32483,0.051847225,0.084520185,0.5,1,6,3,0.04
51,25801.9,8.95,65.25,0.9964121,0.49512335,80849.75,47000.15,32203.25,0.05170238,0.083370625,0.5,1,6,3,0.04
52,25742.35,4.2,28.6,0.9979573,0.49755375,80724.55,46965,32312.1,0.05130665,0.083302965,0.5,1,6,3,0.04
53,24789.7,2.4,16.1,0.9988489,NA,80755.35,47071,32383.35,0.050901005,0.08209877,0.5,1,6,3,0.04
54,23501.8,1,9,0.97437765,NA,80786.8,47155.4,32147.25,0.049513105,0.08176812,0.5,1,6,3,0.04
55,18758.65,0.4,3.05,0.94965305,NA,80485.05,47132.4,32214.1,0.046603785,0.08121491,0.5,1,6,3,0.04
